clicked_items,customer_id,customer_name,number_of_line_items,order_datetime,order_number,ordered_products,promo_info
"[[""AVpfm9_AilAPnD_xe8Dd"",""59""],[""AVpfvr461cnluZ0-qgHR"",""31""],[""AVqVGHKQnnc1JgDc3jDC"",""67""],[""AVpjM1qtLJeJML43s0o6"",""16""],[""AVpfm9_AilAPnD_xe8Dd"",""45""]]",1063447,"JAYCOX,  PATRICK W",3,06-11-2019 02:55,317571680,"{""id"":""AVpfm9_AilAPnD_xe8Dd"",""qty"":3,""curr"":""USD"",""name"":""YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black)"",""unit"":""pcs"",""price"":84}",[]
"[[""AV1YFjNZglJLPUi8IGc8"",""58""],[""AVpfm9_AilAPnD_xe8Dd"",""21""]]",4401099,denevi digital imaging,1,06-11-2019 03:02,317571681,"{""id"":""AVpfm9_AilAPnD_xe8Dd"",""qty"":10,""curr"":""USD"",""name"":""YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black)"",""unit"":""pcs"",""price"":1799}",[]
"[[""AVpfCmFjLJeJML431EzG"",""95""],[""AVpi7IY9ilAPnD_xIvXb"",""40""],[""AVz5wc0H-jtxr-f30F6_"",""38""]]",11167448,satis vacuum / satisloh from 2005,3,06-11-2019 04:19,317571682,"{""id"":""AVz5wc0H-jtxr-f30F6_"",""qty"":3,""curr"":""USD"",""name"":""Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":618}",[]
"[[""AVpgRiy2LJeJML43Lk7h"",""95""],[""AVpi7IY9ilAPnD_xIvXb"",""89""]]",12521675,"HORTON,  BETTY R",2,06-11-2019 05:13,317571683,"{""id"":""AVpi7IY9ilAPnD_xIvXb"",""qty"":1,""curr"":""USD"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":599}",[]
"[[""AVpfWxx7LJeJML437u-H"",""17""],[""AVqkEzW9U2_QcyX9O0Gr"",""11""],[""AVpggL_W1cnluZ0-2Wfp"",""36""],[""AVpi7IY9ilAPnD_xIvXb"",""97""],[""AVpe7vER1cnluZ0-aJu7"",""52""]]",7602336,"djk counsel, ltd.",3,06-11-2019 05:46,317571684,"{""id"":""AVpe7vER1cnluZ0-aJu7"",""qty"":2,""curr"":""USD"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""unit"":""pcs"",""price"":599}",[]
"[[""AVph8AfNLJeJML43gfng"",""49""],[""AVpg59zyilAPnD_xyv3y"",""45""],[""AVqFXQH5nnc1JgDc3gBZ"",""83""],[""AVz5wcrn-jtxr-f30F69"",""58""]]",21396646,"DAVIS,  ANTHONY",1,06-11-2019 06:01,317571685,"{""id"":""AVz5wcrn-jtxr-f30F69"",""qty"":2,""curr"":""USD"",""name"":""Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":466}",[]
"[[""AVpfdBS41cnluZ0-lBIj"",""97""],[""AVpiGOez1cnluZ0-JzNW"",""50""],[""AVqVGUFCv8e3D1O-ldFF"",""69""],[""AVpi7IY9ilAPnD_xIvXb"",""56""]]",18558459,digital attic,1,06-11-2019 06:43,317571686,"{""id"":""AVpi7IY9ilAPnD_xIvXb"",""qty"":3,""curr"":""USD"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":599}",[]
"[[""AVpfmlwTLJeJML43ARpr"",""78""],[""AVpfvvEv1cnluZ0-qhEo"",""58""],[""AVph8AfNLJeJML43gfng"",""79""]]",11132229,"EDWARDS,  DWIGHT T",2,06-11-2019 07:41,317571687,"{""id"":""AVph8AfNLJeJML43gfng"",""qty"":7,""curr"":""USD"",""name"":""Ankyo TXNR757 7.2 Channel Wireless A/V Receiver w/ HDCP2.2/HDR DTS _ Bluetooth"",""unit"":""pcs"",""price"":510}",[]
"[[""AVpfdBS41cnluZ0-lBIj"",""13""],[""AVph8AfNLJeJML43gfng"",""31""]]",17231057,"friends of film, video and arts",2,06-11-2019 07:46,317571688,"{""id"":""AVph8AfNLJeJML43gfng"",""qty"":1,""curr"":""USD"",""name"":""Ankyo TXNR757 7.2 Channel Wireless A/V Receiver w/ HDCP2.2/HDR DTS _ Bluetooth"",""unit"":""pcs"",""price"":510}",[]
"[[""AVpfKEAuilAPnD_xWKpK"",""69""],[""AVphTO5W1cnluZ0-Aygg"",""36""]]",20680104,"GONZALEZ,  MARIA A",1,06-11-2019 08:09,317571689,"{""id"":""AVphTO5W1cnluZ0-Aygg"",""qty"":8,""curr"":""USD"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""unit"":""pcs"",""price"":31}",[]
"[[""AVphMo6qLJeJML43X_DA"",""75""],[""AVpimXsUilAPnD_xFsXu"",""18""],[""AVpgqcjR1cnluZ0-4riR"",""58""],[""AVpimXsUilAPnD_xFsXu"",""93""],[""AVz5wc0H-jtxr-f30F6_"",""85""],[""AVz5wc0H-jtxr-f30F6_"",""70""]]",19452611,epi-electrochemical products inc,2,06-11-2019 09:45,317571690,"{""id"":""AVz5wc0H-jtxr-f30F6_"",""qty"":1,""curr"":""USD"",""name"":""Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":618}",[]
"[[""AVpfKRGKLJeJML433rPX"",""21""],[""AVpfHcah1cnluZ0-eQLY"",""79""],[""AVphzZkJ1cnluZ0-Gkcq"",""73""],[""AVpiBT8VLJeJML43hWwi"",""48""],[""AVpjedgc1cnluZ0-W4NI"",""48""],[""AVpiJoY0LJeJML43iz5-"",""72""],[""AVpfMVD-ilAPnD_xW6bu"",""65""]]",10393805,"atlanta digital studio, llc",3,06-11-2019 10:21,317571691,"{""id"":""AVpfMVD-ilAPnD_xW6bu"",""qty"":1,""curr"":""USD"",""name"":""Rony - BC-TRX Battery Charger - Black"",""unit"":""pcs"",""price"":239,""promotion_info"":{""promo_id"":0,""promo_qty"":1,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}}","[{""promo_id"":0,""promo_qty"":1,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVpe7vER1cnluZ0-aJu7"",""42""]]",15549553,"CABALLERO,  JORGE",1,06-11-2019 10:36,317571692,"{""id"":""AVpe7vER1cnluZ0-aJu7"",""qty"":2,""curr"":""USD"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""unit"":""pcs"",""price"":60}",[]
"[[""AVpjedgc1cnluZ0-W4NI"",""91""],[""AVqVGHKQnnc1JgDc3jDC"",""23""],[""AVpfuJ4pilAPnD_xhDyM"",""30""]]",10393805,"atlanta digital studio, llc",3,06-11-2019 10:38,317571693,"{""id"":""AVpfuJ4pilAPnD_xhDyM"",""qty"":3,""curr"":""USD"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""unit"":""pcs"",""price"":84}",[]
"[[""AVpfFAfQilAPnD_xUdv6"",""48""],[""AVpfDLA0ilAPnD_xT0sq"",""79""],[""AVpfCW42ilAPnD_xTj0y"",""96""],[""AVpfjP9uilAPnD_xdy6-"",""20""],[""AVqVGaCCU2_QcyX9Ozcf"",""64""],[""AVzxl9XGvKc47QAVfStn"",""90""],[""AVpfdBS41cnluZ0-lBIj"",""48""]]",3054783,"SANCHEZ,  MICHELLE",3,06-11-2019 10:58,317571694,"{""id"":""AVpfdBS41cnluZ0-lBIj"",""qty"":5,""curr"":""USD"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""unit"":""pcs"",""price"":1437}",[]
"[[""AVpfC_9v1cnluZ0-cuhn"",""15""],[""AVpfpHOsLJeJML43BBoB"",""41""],[""AVpiMIyE1cnluZ0-K0TA"",""99""],[""AVpio2wSilAPnD_xGGln"",""99""],[""AVpfvvEv1cnluZ0-qhEo"",""96""],[""AVpfvvEv1cnluZ0-qhEo"",""18""]]",17291711,pixrite,3,06-11-2019 11:23,317571695,"{""id"":""AVpfvvEv1cnluZ0-qhEo"",""qty"":3,""curr"":""USD"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""unit"":""pcs"",""price"":249}",[]
"[[""AVpe6jFBilAPnD_xQxO2"",""45""]]",21532231,statusdigital,1,06-11-2019 13:06,317571696,"{""id"":""AVpe6jFBilAPnD_xQxO2"",""qty"":1,""curr"":""USD"",""name"":""Aeon 71.5 x 130.9 16:9 Fixed Frame Projection Screen with CineWhite Projection Surface"",""unit"":""pcs"",""price"":993}",[]
"[[""AVphMo6qLJeJML43X_DA"",""97""],[""AVqkEzW9U2_QcyX9O0Gr"",""68""],[""AVpfFAfQilAPnD_xUdv6"",""88""]]",2250617,"RODRIGUEZ,  PETE J",2,06-11-2019 13:38,317571697,"{""id"":""AVpfFAfQilAPnD_xUdv6"",""qty"":2,""curr"":""USD"",""name"":""Apson EX5250 Pro Wireless Business Projector"",""unit"":""pcs"",""price"":147}",[]
"[[""AVwjdOdov8e3D1O-nnK9"",""13""],[""AVpft3YCilAPnD_xg-CP"",""69""],[""AVpgIKYELJeJML43JV9V"",""48""],[""AVqVGHKQnnc1JgDc3jDC"",""76""],[""AVpfSYlFLJeJML436UdP"",""36""]]",13181853,tri-tech electronics inc.,2,06-11-2019 14:02,317571698,"{""id"":""AVpfSYlFLJeJML436UdP"",""qty"":1,""curr"":""USD"",""name"":""Rony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black"",""unit"":""pcs"",""price"":84}",[]
"[[""AVpfm9_AilAPnD_xe8Dd"",""77""],[""AVpe7vER1cnluZ0-aJu7"",""80""]]",19580290,genesis electronics recycling,2,06-11-2019 14:53,317571699,"{""id"":""AVpe7vER1cnluZ0-aJu7"",""qty"":3,""curr"":""USD"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""unit"":""pcs"",""price"":1799}",[]
"[[""AVpfm9_AilAPnD_xe8Dd"",""64""],[""AVpe7vER1cnluZ0-aJu7"",""13""]]",3239573,"NIELSEN,  JASON S",2,06-11-2019 16:43,317571700,"{""id"":""AVpe7vER1cnluZ0-aJu7"",""qty"":1,""curr"":""USD"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""unit"":""pcs"",""price"":1799}",[]
"[[""AVpfX03ALJeJML438DC6"",""34""],[""AVpimXsUilAPnD_xFsXu"",""23""],[""AVpfCW42ilAPnD_xTj0y"",""32""],[""AVpffrToLJeJML43-M2g"",""65""]]",17123735,legally savvy llc,1,06-11-2019 16:58,317571701,"{""id"":""AVpffrToLJeJML43-M2g"",""qty"":2,""curr"":""USD"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""unit"":""pcs"",""price"":98}",[]
"[[""AVpf-2hGilAPnD_xlfDv"",""65""],[""AVpimXsUilAPnD_xFsXu"",""71""],[""AVpfZaCp1cnluZ0-kDV9"",""28""],[""AVpfCQslilAPnD_xThwe"",""38""],[""AVpjedgc1cnluZ0-W4NI"",""51""],[""AVpgUl_U1cnluZ0-z3Gz"",""69""]]",4186892,"DOLES,  CHRISTOPHER",3,06-11-2019 17:04,317571702,"{""id"":""AVpgUl_U1cnluZ0-z3Gz"",""qty"":3,""curr"":""USD"",""name"":""Elite A-20 2-Channel Integrated Amplifier"",""unit"":""pcs"",""price"":239}",[]
"[[""AVph6KT7ilAPnD_x-rMf"",""96""],[""AVpgRiy2LJeJML43Lk7h"",""97""],[""AVpfMVD-ilAPnD_xW6bu"",""22""]]",1885923,"ENGLISH,  CHERYL D",1,06-11-2019 17:34,317571703,"{""id"":""AVpfMVD-ilAPnD_xW6bu"",""qty"":2,""curr"":""USD"",""name"":""Rony - BC-TRX Battery Charger - Black"",""unit"":""pcs"",""price"":27,""promotion_info"":{""promo_id"":0,""promo_qty"":2,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}}","[{""promo_id"":0,""promo_qty"":2,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVphTO5W1cnluZ0-Aygg"",""88""],[""AVqkEzW9U2_QcyX9O0Gr"",""25""]]",64153907,imp digital studios,2,06-11-2019 17:35,317571704,"{""id"":""AVqkEzW9U2_QcyX9O0Gr"",""qty"":1,""curr"":""USD"",""name"":""Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver"",""unit"":""pcs"",""price"":147}",[]
"[[""AVpimXsUilAPnD_xFsXu"",""13""],[""AVpfC_9v1cnluZ0-cuhn"",""80""],[""AVqFXQH5nnc1JgDc3gBZ"",""76""],[""AVpiMIyE1cnluZ0-K0TA"",""28""],[""AVpi7IY9ilAPnD_xIvXb"",""49""],[""AVpfuJ4pilAPnD_xhDyM"",""47""],[""AVpiMIyE1cnluZ0-K0TA"",""80""]]",13181853,tri-tech electronics inc.,3,06-11-2019 17:39,317571705,"{""id"":""AVpiMIyE1cnluZ0-K0TA"",""qty"":3,""curr"":""USD"",""name"":""Elpine - Rear View Camera - Black"",""unit"":""pcs"",""price"":149}",[]
"[[""AVpe6jFBilAPnD_xQxO2"",""51""],[""AVpe_semLJeJML430DAU"",""94""],[""AVpfm9_AilAPnD_xe8Dd"",""56""],[""AVpfuJ4pilAPnD_xhDyM"",""54""]]",4320892,"first federal savings bank, twin falls, idaho",2,06-11-2019 17:58,317571706,"{""id"":""AVpfuJ4pilAPnD_xhDyM"",""qty"":3,""curr"":""USD"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""unit"":""pcs"",""price"":448}",[]
"[[""AVpiBT8VLJeJML43hWwi"",""79""],[""AVpe6-C2LJeJML43yWf1"",""26""],[""AVz5wc0H-jtxr-f30F6_"",""36""],[""AVpfvvEv1cnluZ0-qhEo"",""79""],[""AVpfMVD-ilAPnD_xW6bu"",""55""],[""AVqVGaCCU2_QcyX9Ozcf"",""98""]]",57388323,peacock distribution inc,2,06-11-2019 18:39,317571707,"{""id"":""AVqVGaCCU2_QcyX9Ozcf"",""qty"":2,""curr"":""USD"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""unit"":""pcs"",""price"":2036}","[{""promo_id"":0,""promo_qty"":3,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVpfjP9uilAPnD_xdy6-"",""80""]]",19452611,epi-electrochemical products inc,1,06-11-2019 18:56,317571708,"{""id"":""AVpfjP9uilAPnD_xdy6-"",""qty"":5,""curr"":""USD"",""name"":""Rony Mini Digital Video Cassettes - DVC - 1 Hour"",""unit"":""pcs"",""price"":17,""promotion_info"":{""promo_id"":0,""promo_qty"":5,""promo_disc"":0.03,""promo_item"":""AVpfjP9uilAPnD_xdy6-""}}","[{""promo_id"":0,""promo_qty"":5,""promo_disc"":0.03,""promo_item"":""AVpfjP9uilAPnD_xdy6-""}]"
"[[""AVpfuJ4pilAPnD_xhDyM"",""82""]]",4952777,flying point digital,1,06-11-2019 18:59,317571709,"{""id"":""AVpfuJ4pilAPnD_xhDyM"",""qty"":4,""curr"":""USD"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""unit"":""pcs"",""price"":448}",[]
"[[""AVpe6-C2LJeJML43yWf1"",""41""],[""AVpiGOez1cnluZ0-JzNW"",""13""],[""AVpfYKih1cnluZ0-jsHP"",""33""],[""AVphMo6qLJeJML43X_DA"",""79""],[""AVz5wc0H-jtxr-f30F6_"",""84""],[""AVpgshBg1cnluZ0-5JlU"",""14""]]",31905593,"HAMBURGER,  CAROL L",2,06-11-2019 19:16,317571710,"{""id"":""AVpgshBg1cnluZ0-5JlU"",""qty"":1,""curr"":""USD"",""name"":""Apson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020"",""unit"":""pcs"",""price"":618}",[]
"[[""AVpg59zyilAPnD_xyv3y"",""70""],[""AVpg-Wj61cnluZ0-8sZe"",""24""],[""AVqVGaEBv8e3D1O-ldFu"",""78""],[""AVpfWxx7LJeJML437u-H"",""58""],[""AVpfIODe1cnluZ0-eg35"",""42""]]",358920,"CASTILLO,  JOSEPH R",2,06-11-2019 19:25,317571711,"{""id"":""AVpfIODe1cnluZ0-eg35"",""qty"":2,""curr"":""USD"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""unit"":""pcs"",""price"":47}",[]
"[[""AVpfPEx61cnluZ0-gyT9"",""27""],[""AVpfjP9uilAPnD_xdy6-"",""59""],[""AVphMo6qLJeJML43X_DA"",""31""],[""AVpio2wSilAPnD_xGGln"",""41""],[""AVqVGaCCU2_QcyX9Ozcf"",""97""]]",14599939,sunshine state senior svc,2,06-11-2019 19:33,317571712,"{""id"":""AVqVGaCCU2_QcyX9Ozcf"",""qty"":3,""curr"":""USD"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""unit"":""pcs"",""price"":2036}",[]
"[[""AVpfvvEv1cnluZ0-qhEo"",""26""],[""AVpfCW42ilAPnD_xTj0y"",""92""]]",12103641,vesper mems,2,06-11-2019 20:11,317571713,"{""id"":""AVpfCW42ilAPnD_xTj0y"",""qty"":8,""curr"":""USD"",""name"":""CD-C600 5-Disc CD Changer"",""unit"":""pcs"",""price"":184}",[]
"[[""AVpfHcah1cnluZ0-eQLY"",""77""],[""AVphTO5W1cnluZ0-Aygg"",""98""],[""AVpffrToLJeJML43-M2g"",""97""],[""AVphTO5W1cnluZ0-Aygg"",""34""]]",11072626,"BURKLOW,  DANE",3,06-11-2019 20:19,317571714,"{""id"":""AVpffrToLJeJML43-M2g"",""qty"":2,""curr"":""USD"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""unit"":""pcs"",""price"":31}",[]
"[[""AVpfvvEv1cnluZ0-qhEo"",""58""]]",24774688,"advanced metal works, inc- amw precision and electronics",1,06-11-2019 21:07,317571715,"{""id"":""AVpfvvEv1cnluZ0-qhEo"",""qty"":8,""curr"":""USD"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""unit"":""pcs"",""price"":184}",[]
"[[""AVz5wc0H-jtxr-f30F6_"",""79""],[""AVpfAXof1cnluZ0-bz3u"",""56""]]",24774688,"advanced metal works, inc- amw precision and electronics",2,06-11-2019 22:13,317571716,"{""id"":""AVpfAXof1cnluZ0-bz3u"",""qty"":3,""curr"":""USD"",""name"":""Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive"",""unit"":""pcs"",""price"":618}",[]
"[[""AVphMo6qLJeJML43X_DA"",""87""],[""AVpiMIyE1cnluZ0-K0TA"",""73""],[""AV1YFjNZglJLPUi8IGc8"",""50""],[""AVpfMVD-ilAPnD_xW6bu"",""33""],[""AVpfCmFjLJeJML431EzG"",""68""]]",16819948,"digital blue, inc. (db)",2,06-11-2019 23:50,317571717,"{""id"":""AVpfCmFjLJeJML431EzG"",""qty"":1,""curr"":""USD"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""unit"":""pcs"",""price"":27}","[{""promo_id"":0,""promo_qty"":2,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVpfPEx61cnluZ0-gyT9"",""38""],[""AVpe7vER1cnluZ0-aJu7"",""67""],[""AVpgIKYELJeJML43JV9V"",""39""],[""AVwjhoD2v8e3D1O-nnNv"",""18""]]",19476252,"otbda , outside the box digital agency ,",3,07-11-2019 00:34,317571718,"{""id"":""AVwjhoD2v8e3D1O-nnNv"",""qty"":2,""curr"":""USD"",""name"":""Ankyo - TX 7.2-Ch. Network-Ready A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":376}",[]
"[[""AVpfCQslilAPnD_xThwe"",""24""],[""AVpimXsUilAPnD_xFsXu"",""75""],[""AVqkEzW9U2_QcyX9O0Gr"",""35""],[""AVpfvr461cnluZ0-qgHR"",""52""],[""AVpfm9_AilAPnD_xe8Dd"",""30""],[""AVpe6jFBilAPnD_xQxO2"",""85""]]",61567102,popster digital,2,07-11-2019 01:20,317571719,"{""id"":""AVpe6jFBilAPnD_xQxO2"",""qty"":3,""curr"":""USD"",""name"":""Aeon 71.5 x 130.9 16:9 Fixed Frame Projection Screen with CineWhite Projection Surface"",""unit"":""pcs"",""price"":1799}",[]
"[[""AVqVGHKQnnc1JgDc3jDC"",""11""],[""AVpffrToLJeJML43-M2g"",""32""]]",10810460,"HUFF,  SHAVONNE",2,07-11-2019 01:26,317571720,"{""id"":""AVpffrToLJeJML43-M2g"",""qty"":9,""curr"":""USD"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""unit"":""pcs"",""price"":84}",[]
"[[""AVpgqcjR1cnluZ0-4riR"",""62""],[""AVqVGHKQnnc1JgDc3jDC"",""41""],[""AVpfCmFjLJeJML431EzG"",""66""]]",13861161,"individual digital, inc",2,07-11-2019 01:29,317571721,"{""id"":""AVpfCmFjLJeJML431EzG"",""qty"":1,""curr"":""USD"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""unit"":""pcs"",""price"":84}",[]
"[[""AVpfHcah1cnluZ0-eQLY"",""35""],[""AVpgIKYELJeJML43JV9V"",""62""],[""AVpfm9_AilAPnD_xe8Dd"",""49""],[""AVpge6k2LJeJML43OhAl"",""62""],[""AVpe_9aLilAPnD_xStSC"",""31""],[""AVpfIODe1cnluZ0-eg35"",""93""]]",7543046,"p2p , gerenciamento em comunicação digital",3,07-11-2019 01:50,317571722,"{""id"":""AVpfIODe1cnluZ0-eg35"",""qty"":3,""curr"":""USD"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""unit"":""pcs"",""price"":102}",[]
"[[""AVpfKEAuilAPnD_xWKpK"",""95""],[""AVpfSYlFLJeJML436UdP"",""29""],[""AVpi7IY9ilAPnD_xIvXb"",""31""],[""AVpfvvEv1cnluZ0-qhEo"",""28""],[""AVpiBT8VLJeJML43hWwi"",""36""]]",23371024,"CARABALLO,  ALEXANDER",3,07-11-2019 01:51,317571723,"{""id"":""AVpiBT8VLJeJML43hWwi"",""qty"":3,""curr"":""USD"",""name"":""MCR-B043 30W Bluetooth Wireless Music System (Black)"",""unit"":""pcs"",""price"":248}",[]
"[[""AVpfX03ALJeJML438DC6"",""79""],[""AVpfCQslilAPnD_xThwe"",""65""],[""AVpg59zyilAPnD_xyv3y"",""75""],[""AVpe_9aLilAPnD_xStSC"",""11""],[""AV1YFjNZglJLPUi8IGc8"",""79""],[""AVz5wclz-jtxr-f30F66"",""36""]]",16819948,"digital blue, inc. (db)",3,07-11-2019 02:07,317571724,"{""id"":""AVz5wclz-jtxr-f30F66"",""qty"":1,""curr"":""USD"",""name"":""Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":614}",[]
"[[""AVpiJoY0LJeJML43iz5-"",""42""],[""AVpfWGrYLJeJML437hk2"",""25""],[""AVpfWxx7LJeJML437u-H"",""89""],[""AVpfMVD-ilAPnD_xW6bu"",""71""]]",57719783,doing good digital,1,07-11-2019 02:35,317571725,"{""id"":""AVpfMVD-ilAPnD_xW6bu"",""qty"":3,""curr"":""USD"",""name"":""Rony - BC-TRX Battery Charger - Black"",""unit"":""pcs"",""price"":27,""promotion_info"":{""promo_id"":0,""promo_qty"":3,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}}","[{""promo_id"":0,""promo_qty"":3,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVz5wc0H-jtxr-f30F6_"",""89""],[""AVpfmlwTLJeJML43ARpr"",""45""],[""AVpfeG5oilAPnD_xcTsG"",""29""],[""AVphIbvi1cnluZ0--vFy"",""83""],[""AVpffrToLJeJML43-M2g"",""54""],[""AVpffrToLJeJML43-M2g"",""21""]]",10393805,"atlanta digital studio, llc",2,07-11-2019 02:45,317571726,"{""id"":""AVpffrToLJeJML43-M2g"",""qty"":2,""curr"":""USD"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""unit"":""pcs"",""price"":98}",[]
"[[""AV1YFjNZglJLPUi8IGc8"",""42""],[""AVpfuJ4pilAPnD_xhDyM"",""71""],[""AVqVGaCCU2_QcyX9Ozcf"",""17""],[""AVph6KT7ilAPnD_x-rMf"",""37""],[""AVpfAXof1cnluZ0-bz3u"",""11""],[""AVpfCW42ilAPnD_xTj0y"",""35""],[""AVqkEzW9U2_QcyX9O0Gr"",""48""]]",10212030,"JANISZEWSKI,  APRIL L",3,07-11-2019 03:08,317571727,"{""id"":""AVqkEzW9U2_QcyX9O0Gr"",""qty"":2,""curr"":""USD"",""name"":""Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver"",""unit"":""pcs"",""price"":147}",[]
"[[""AVpgIu4Q1cnluZ0-xBK-"",""68""],[""AVphIbvi1cnluZ0--vFy"",""77""],[""AV1YFjNZglJLPUi8IGc8"",""16""],[""AVz5wclz-jtxr-f30F66"",""36""],[""AVpfIODe1cnluZ0-eg35"",""63""],[""AVpi7IY9ilAPnD_xIvXb"",""52""],[""AVpiMIyE1cnluZ0-K0TA"",""12""]]",17382206,modern digital imaging,3,07-11-2019 03:37,317571728,"{""id"":""AVpiMIyE1cnluZ0-K0TA"",""qty"":1,""curr"":""USD"",""name"":""Elpine - Rear View Camera - Black"",""unit"":""pcs"",""price"":149}",[]
"[[""AVpiMIyE1cnluZ0-K0TA"",""84""],[""AVz5wc0H-jtxr-f30F6_"",""81""],[""AVpfCmFjLJeJML431EzG"",""91""],[""AVpfMVD-ilAPnD_xW6bu"",""58""]]",33265734,center of the universe,3,07-11-2019 03:59,317571729,"{""id"":""AVpfMVD-ilAPnD_xW6bu"",""qty"":1,""curr"":""USD"",""name"":""Rony - BC-TRX Battery Charger - Black"",""unit"":""pcs"",""price"":618,""promotion_info"":{""promo_id"":0,""promo_qty"":1,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}}","[{""promo_id"":0,""promo_qty"":1,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVpfCmFjLJeJML431EzG"",""74""],[""AVpfPEx61cnluZ0-gyT9"",""20""],[""AVpfm9_AilAPnD_xe8Dd"",""83""],[""AVpe7vER1cnluZ0-aJu7"",""97""],[""AVpfAhIdLJeJML430Vxn"",""72""]]",12743256,kibiz systems,3,07-11-2019 04:08,317571730,"{""id"":""AVpfAhIdLJeJML430Vxn"",""qty"":6,""curr"":""USD"",""name"":""SKW-204 10 230W Powered Subwoofer"",""unit"":""pcs"",""price"":1799}",[]
"[[""AVpfmlwTLJeJML43ARpr"",""48""],[""AVpiHEE31cnluZ0-J8jJ"",""15""],[""AVphWBfLilAPnD_x4RvC"",""58""],[""AVpe_semLJeJML430DAU"",""70""],[""AVpfCW42ilAPnD_xTj0y"",""99""],[""AVpft3YCilAPnD_xg-CP"",""64""]]",2176964,pro digital solutions,2,07-11-2019 04:26,317571731,"{""id"":""AVpft3YCilAPnD_xg-CP"",""qty"":3,""curr"":""USD"",""name"":""ELECTRIC100H Spectrum Motorized Projection Screen (49 x 87, 110V, 60Hz)"",""unit"":""pcs"",""price"":200}",[]
